sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
恆春,屏東縣,49,,良好,1.2,0.18,54,53,30,12,2,3,1.1,8.1,27,"2024-11-29 23:00",,0.1,12.5,28,1,120.788928,21.958069,61
潮州,屏東縣,68,細懸浮微粒,普通,1.3,0.29,28,54,65,29,11,11,0.2,1.3,37,"2024-11-29 23:00",,0.2,22.4,46,1,120.561175,22.523108,60
屏東,屏東縣,73,細懸浮微粒,普通,1.4,0.36,34,51,75,23,16,16.7,0.5,1.1,301,"2024-11-29 23:00",,0.4,24.4,67,1,120.488033,22.673081,59
小港,高雄市,76,細懸浮微粒,普通,2.2,0.55,28,43,81,26,28,28.7,0.3,1.4,338,"2024-11-29 23:00",,0.4,25.5,74,1,120.337736,22.565833,58
前鎮,高雄市,80,懸浮微粒,普通,2.5,0.55,28,44,87,27,26,27.1,1.4,2.7,8,"2024-11-29 23:00",,0.5,26.4,80,1,120.30833356,22.6044507,57
前金,高雄市,83,懸浮微粒,普通,2.6,0.42,28,47,81,28,24,25.3,1.2,3.6,345,"2024-11-29 23:00",,0.3,23.6,83,1,120.28676111,22.63390278,56
左營,高雄市,79,懸浮微粒,普通,2.9,0.46,31,50,82,27,22,22.9,0.7,2,354,"2024-11-29 23:00",,0.3,26.5,79,1,120.292917,22.674861,54
楠梓,高雄市,74,懸浮微粒,普通,2.6,0.36,29,48,78,26,21,21.5,0.6,1.3,39,"2024-11-29 23:00",,0.3,21.5,74,1,120.328289,22.733667,53
林園,高雄市,74,細懸浮微粒,普通,2.7,0.47,30,58,82,29,27,27.7,0.7,2.8,335,"2024-11-29 23:00",,0.3,25,70,3,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,2.4,0.37,29,42,41,23,25,25.5,0.8,2.1,342,"2024-11-29 23:00",,0.3,27.1,45,1,120.425311,22.56413611,51
鳳山,高雄市,81,細懸浮微粒,普通,3,0.59,27,40,85,31,24,26.4,1.9,0.7,205,"2024-11-29 23:00",,0.6,27.7,75,2,120.357422,22.628126,50
仁武,高雄市,69,細懸浮微粒,普通,2.9,0.39,30,46,64,27,21,21.9,1,1.7,339,"2024-11-29 23:00",,0.3,22.9,62,2,120.332631,22.689056,49
橋頭,高雄市,74,細懸浮微粒,普通,2.5,0.41,28,46,82,33,23,23.8,1,1.5,23,"2024-11-29 23:00",,0.3,25,72,1,120.305689,22.757506,48
美濃,高雄市,65,細懸浮微粒,普通,2.2,0.33,29,50,52,24,10,11.4,1.2,0.9,248,"2024-11-29 23:00",,0.3,21.1,48,2,120.530542,22.883583,47
臺南,臺南市,72,細懸浮微粒,普通,3.8,0.54,24,52,76,44,24,25.1,1.1,1.5,352,"2024-11-29 23:00",,0.3,24.2,71,2,120.21947897,22.98928311,46
安南,臺南市,78,細懸浮微粒,普通,1.9,0.5,24,51,87,47,19,19.5,0.4,1.6,327,"2024-11-29 23:00",,0.3,26.5,73,1,120.2175,23.048197,45
善化,臺南市,69,細懸浮微粒,普通,2.9,0.34,27,48,71,29,18,18.4,0.7,1.3,351,"2024-11-29 23:00",,0.2,22.9,66,2,120.29740529,23.11337642,44
新營,臺南市,84,細懸浮微粒,普通,2.3,0.44,26,45,76,42,19,20.5,1.1,1.3,18,"2024-11-29 23:00",,0.3,29,74,1,120.31725,23.305633,43
嘉義,嘉義市,75,細懸浮微粒,普通,3.6,0.47,18,39,69,27,27,27.6,0.9,0.9,349,"2024-11-29 23:00",,0.4,25.1,65,2,120.44125148,23.46477865,42
臺西,雲林縣,55,懸浮微粒,普通,2.4,0.29,34,54,54,18,13,12.6,0,1.9,50,"2024-11-29 23:00",,0.2,15.4,55,1,120.19933333,23.702175,41
朴子,嘉義縣,62,懸浮微粒,普通,2.7,0.39,29,48,51,18,14,14.6,0.8,0.9,355,"2024-11-29 23:00",,0.2,16.6,62,1,120.2478,23.46538,40
新港,嘉義縣,83,細懸浮微粒,普通,2.8,0.49,29,46,79,48,14,14.7,1.2,1.5,359,"2024-11-29 23:00",,0.3,28.3,71,2,120.345531,23.554839,39
崙背,雲林縣,61,細懸浮微粒,普通,1.8,0.28,27,43,46,21,16,16.1,0.3,0.2,96,"2024-11-29 23:00",,0.3,19.7,60,1,120.348742,23.757547,38
斗六,雲林縣,79,細懸浮微粒,普通,1.8,0.39,23,43,63,29,18,18.7,0.6,0.9,220,"2024-11-29 23:00",,0.3,27,59,1,120.544994,23.711853,37
南投,南投縣,62,細懸浮微粒,普通,1.5,0.4,8,33,42,25,23,24.2,1.1,0.7,210,"2024-11-29 23:00",,0.3,19.9,43,1,120.685306,23.913,36
二林,彰化縣,61,細懸浮微粒,普通,2.3,0.28,34,45,43,15,11,12.5,1.3,0.3,25,"2024-11-29 23:00",,0.2,19.4,59,2,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,5.6,0.26,22,44,42,16,25,27,1.6,2.2,39,"2024-11-29 23:00",,0.2,15.7,47,2,120.469061,24.131672,34
彰化,彰化縣,57,細懸浮微粒,普通,1.2,0.5,16,37,42,22,28,28.7,0.6,0.3,37,"2024-11-29 23:00",,0.3,17.8,43,1,120.541519,24.066,33
西屯,臺中市,52,細懸浮微粒,普通,1.9,0.37,22,40,42,19,22,24.1,1.8,0.7,22,"2024-11-29 23:00",,0.2,16,42,1,120.616917,24.162197,32
忠明,臺中市,49,,良好,1.8,0.53,16,36,37,15,28,28.7,1.2,0.5,334,"2024-11-29 23:00",,0.3,15.2,42,1,120.641092,24.151958,31
大里,臺中市,55,細懸浮微粒,普通,2,0.54,8,30,52,22,30,32.4,2.8,1.1,117,"2024-11-29 23:00",,0.4,17,44,1,120.67844444,24.09961111,30
沙鹿,臺中市,54,細懸浮微粒,普通,1.9,0.3,13,18,32,19,14,15.3,0.8,2.1,337,"2024-11-29 23:00",,0.2,16.6,42,2,120.568794,24.225628,29
豐原,臺中市,52,細懸浮微粒,普通,1.7,0.25,31,46,22,14,9,9.1,0.3,1.8,116,"2024-11-29 23:00",,0.2,15.9,30,1,120.74252414,24.25699731,28
三義,苗栗縣,41,,良好,1.2,0.23,30,,36,12,9,10.2,1.3,1.8,29,"2024-11-29 23:00",,0.2,12.5,33,1,120.75956754,24.38248443,27
苗栗,苗栗縣,47,,良好,1.6,0.27,29,41,30,12,11,12.2,0.9,0.9,153,"2024-11-29 23:00",,0.2,14.4,41,1,120.82011468,24.56499183,26
頭份,苗栗縣,41,,良好,1.3,0.28,35,44,36,16,18,19.8,1.3,1,64,"2024-11-29 23:00",,0.2,12.7,41,1,120.89869286,24.69690679,25
新竹,新竹市,44,,良好,1.5,0.31,38,43,33,12,15,15.5,0.9,1.7,54,"2024-11-29 23:00",,0.3,13.6,42,1,120.97236752,24.8056356,24
竹東,新竹縣,41,,良好,0.6,0.23,25,41,30,14,6,7.2,0.7,0.6,53,"2024-11-29 23:00",,0.2,12.7,32,0,121.08895493,24.74091408,23
湖口,新竹縣,42,,良好,2.2,0.26,39,46,33,10,12,12.8,0.4,2.6,42,"2024-11-29 23:00",,0.2,12.3,42,2,121.03886894,24.90009696,22
龍潭,桃園市,43,,良好,1.1,0.21,42,45,35,12,9,9.3,0.3,2.7,61,"2024-11-29 23:00",,0.2,13.1,41,1,121.21645772,24.86400048,21
